Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response,multiple_answers,sum_values
2374,139,"who are the authorized signatorys of morgan stanley bank, n.a.","savo bozic, sheldon pinto, bertram h. tang",2,0,,Michael King,1,3
2375,139,"who are the vice presidents of morgan stanley senior funding, inc.","eric ridgway, michael king, ronnie glenn, lennie blakeslee, michael vondriska",2,0,,Michael King,1,3
2376,139,"who are the directors of wells fargo bank, n.a.","linda tam, ola anderssen, kestrina budina, peter c. rogers, cynthia w. burton",2,0,,Peter C. Rogers and Ola Anderssen,1,3
2381,111,who are the chief financial officers of enstar us inc,"guy bowker, jennifer miu",2,0,,Jennifer Miu,1,3
2382,111,who are the directors of the bank of nova scotia,"kevin chan, doug kennedy, duncan scott, bill seabrook, clive paul thomas",2,0,,"Kevin Chan, Eoin Naughton",1,3
2383,111,what are the roles in the agreement of the company where william r. goley is employed,"agent, lender",2,0,,"Administrative Agent, Lender",1,3
2431,107,what roles do both barclays bank plc and global markets inc. have in the agreement,"agent, trustee, borrower",1,1,,Both Administrative Agent and Lead Arrangers,1,3
2432,107,"what roles do both barclays bank plc and wells fargo foothill, inc have in the agreement","agent, trustee, borrower",1,1,,Both Administrative Agent and Lead Arrangers,1,3
2434,107,what roles do both barclays capital and citigroup global markets inc. have in the agreement,"arranger, bookrunner, book manager",1,1,,Both Barclays Capital and Lead Arrangers,1,3
2435,107,what roles do both barclays capital and j.p. morgan securities inc. have in the agreement,"arranger, bookrunner, book manager",1,1,,Both Barclays Capital and Lead Arrangers,1,3
2436,107,"what roles do both barclays capital and wells fargo foothill, inc. have in the agreement","arranger, bookrunner, book manager",1,1,,Both Barclays Capital and Lead Arrangers,1,3
2437,107,what roles do both citigroup global markets inc. and j.p. morgan securities inc. have in the agreement,"arranger, bookrunner, book manager",1,1,,Both Citigroup Global Markets Inc. and Lead Arrangers,1,3
2438,107,"what roles do both citigroup global markets inc. and wells fargo foothill, inc. have in the agreement","arranger, bookrunner, book manager",1,1,,Both Citigroup Global Markets Inc. and Lead Arrangers,1,3
2439,107,"what roles do both global markets inc. and wells fargo foothill, inc have in the agreement","agent, trustee, borrower",1,1,,"Global Markets Inc. is the co-syndication agent and the bookrunner, and Wells Fargo Foothill, Inc. is the administrative agent and the bookrunner.",1,3
2441,107,"what roles do both j.p. morgan securities inc. and wells fargo foothill, inc. have in the agreement","arranger, bookrunner, book manager",1,1,,"J.P. Morgan Securities Inc. is the co-syndication agent and the bookrunner, and Wells Fargo Foothill, Inc. is the administrative agent and the bookrunner.",1,3
2456,107,what are the roles in the agreement of the company where ritam bhalla is employed,"agent, lender, arranger",2,0,,"Barclays Bank PLC is the company where Ritam Bhalla is employed, and it is the collateral agent and the agent.",1,3
2457,107,what are the roles in the agreement of the company where paul mcfeeters is employed,"grantor, guarantor",2,0,,"Ocelot Merger Sub, Inc. is the company where Paul McFeeters is employed, and it is the administrative borrower and the borrower.",1,3
2474,113,what are the roles in the agreement of the company where sonja k. mcclelland is employed,borrowers,2,0,,"Managing Director A and Authorized Representative, Treasurer",1,3
2475,113,what are the roles in the agreement of the company where michael doar is employed,borrowers,2,0,,Chief Executive Officer,1,3
2478,112,what are the roles in the agreement of the company where robert c. megan is employed,"agent, lender",2,0,,"Lead Arrangers, Lender",1,3
2479,112,what are the roles in the agreement of the company where amy u. lessner is employed,"agent, lender, arrangers, bookrunners",2,0,,"Administrative Agent, Lender",1,3
2483,106,"who are the directors of citibank, n.a.","lana gifas, marcus m. tarkington",2,0,,"Kirkwood Roland, Vanessa A. Kurbatskiy",1,3
2484,106,who are the vice presidents of barclays bank plc,"michael getz, kirkwood roland, vanessa a. kurbatskiy",2,0,,"Kirkwood Roland, Vanessa A. Kurbatskiy",1,3
2485,106,who are the authorized signatorys of royal bank of canada,"thomas casey, robert ehudin",2,0,,"Thomas Casey, Ann Hurley",1,3
2486,106,what are the roles in the agreement of the company where michael getz is employed,"lender, arranger, bookrunner",2,0,,"Manager, Agency",1,3
2487,106,what are the roles in the agreement of the company where kirkwood roland is employed,"lender, arranger, bookrunner",2,0,,Director,1,3
2488,106,what are the roles in the agreement of the company where vanessa a. kurbatskiy is employed,"lender, arranger, bookrunner",2,0,,Director,1,3
2489,106,what are the roles in the agreement of the company where clint c. freeland is employed,holdings,2,0,,"Executive Vice President, General Counsel",1,3
2490,106,what are the roles in the agreement of the company where robert ehudin is employed,"agent, lender",2,0,,Authorized Signatory,1,3
2491,106,what are the roles in the agreement of the company where thomas casey is employed,"agent, lender",2,0,,Authorized Signatory,1,3
2492,106,what are the roles in the agreement of the company where ann hurley is employed,"agent, lender",2,0,,"Manager, Agency",1,3
2532,60,"what roles do both bank of montreal and bofa securities, inc. have in the agreement","arranger, bookrunner, book manager",1,1,,"Joint Bookrunner, Joint Lead Arrangers",1,3
2533,60,"what roles do both bank of montreal and citibank, n.a. have in the agreement","arranger, bookrunner, book manager",1,1,,"Joint Bookrunner, Joint Lead Arrangers",1,3
2536,60,"what roles do both bank of montreal and jpmorgan chase bank, n.a. have in the agreement","arranger, bookrunner, book manager",1,1,,"Joint Bookrunner, Joint Lead Arrangers",1,3
2537,60,"what roles do both bank of montreal and mufg bank, ltd. have in the agreement","arranger, bookrunner, book manager",1,1,,"Joint Bookrunner, Joint Lead Arrangers",1,3
2539,60,what roles do both bank of montreal and pnc capital markets llc have in the agreement,"bookrunner, book manager, lead arranger",1,1,,"Joint Bookrunner, Joint Lead Arrangers",1,3
2541,60,what roles do both bank of montreal and u.s. bank national association have in the agreement,"agent, arranger, bookrunner, book manager",1,1,,"Joint Bookrunner, Joint Lead Arrangers",1,3
2543,60,what roles do both bank of montreal and wells fargo securities llc have in the agreement,"arranger, bookrunner, book manager",1,1,,"Joint Bookrunner, Joint Lead Arrangers",1,3
2546,60,"what roles do both bank of montreal and mizuho bank, ltd. have in the agreement","agent, arranger, bookrunner",1,1,,"Joint Bookrunner, Joint Lead Arrangers",1,3
2547,60,what roles do both bank of montreal and the bank of nova scotia have in the agreement,"agent, arranger, bookrunner, book manager",1,1,,"Joint Bookrunner, Joint Lead Arrangers",1,3
2548,60,"what roles do both bank of montreal and capital one, national association have in the agreement","agent, arranger, bookrunner, book manager",1,1,,"Joint Bookrunner, Joint Lead Arrangers",1,3
2549,60,"what roles do both bofa securities, inc. and citibank, n.a. have in the agreement","arranger, bookrunner, book manager",1,1,,"Joint Bookrunner, Joint Lead Arrangers",1,3
2550,60,"what roles do both bofa securities, inc. and mufg bank, ltd. have in the agreement","arranger, bookrunner, book manager",1,1,,"Joint Bookrunner, Joint Lead Arrangers",1,3
2551,60,"what roles do both bofa securities, inc. and pnc capital markets llc have in the agreement","bookrunner, book manager, lead arranger",1,1,,"Joint Bookrunner, Joint Lead Arrangers",1,3
2552,60,"what roles do both bofa securities, inc. and u.s. bank national association have in the agreement","arranger, bookrunner, book manager",1,1,,"Bofa Securities, Inc. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder, and U.S. Bank National Association is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2553,60,"what roles do both bofa securities, inc. and wells fargo securities llc have in the agreement","arranger, bookrunner, book manager",1,1,,"Bofa Securities, Inc. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder, and Wells Fargo Securities LLC is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2554,60,"what roles do both bofa securities, inc. and mizuho bank, ltd. have in the agreement","arranger, bookrunner",1,1,,"Bofa Securities, Inc. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder, and Mizuho Bank, Ltd. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2555,60,"what roles do both bofa securities, inc. and the bank of nova scotia have in the agreement","arranger, bookrunner, book manager",1,1,,"Bofa Securities, Inc. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder, and The Bank of Nova Scotia is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2556,60,"what roles do both bofa securities, inc. and capital one, national association have in the agreement","arranger, bookrunner, book manager",1,1,,"Bofa Securities, Inc. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder, and Capital One, National Association is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2557,60,"what roles do both citibank, n.a. and jpmorgan chase bank, n.a. have in the agreement","arranger, bookrunner, book manager",1,1,,"Citibank, N.A. is the Administrative Agent, and JPMorgan Chase Bank, N.A. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2558,60,"what roles do both citibank, n.a. and mufg bank, ltd. have in the agreement","arranger, bookrunner, book manager",1,1,,"Citibank, N.A. is the Administrative Agent, and MUFGBank, Ltd. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2559,60,"what roles do both citibank, n.a. and pnc capital markets llc have in the agreement","bookrunner, book manager, lead arranger",1,1,,"Citibank, N.A. is the Administrative Agent, and PNC Capital Markets LLC is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2560,60,"what roles do both citibank, n.a. and u.s. bank national association have in the agreement","arranger, bookrunner, book manager",1,1,,"Citibank, N.A. is the Administrative Agent, and U.S. Bank National Association is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2561,60,"what roles do both citibank, n.a. and wells fargo securities llc have in the agreement","arranger, bookrunner, book manager",1,1,,"Citibank, N.A. is the Administrative Agent, and Wells Fargo Securities LLC is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2562,60,"what roles do both citibank, n.a. and mizuho bank, ltd. have in the agreement","arranger, bookrunner",1,1,,"Citibank, N.A. is the Administrative Agent, and Mizuho Bank, Ltd. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2563,60,"what roles do both citibank, n.a. and the bank of nova scotia have in the agreement","arranger, bookrunner, book manager",1,1,,"Citibank, N.A. is the Administrative Agent, and The Bank of Nova Scotia is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2564,60,"what roles do both citibank, n.a. and capital one, national association have in the agreement","arranger, bookrunner, book manager",1,1,,"Citibank, N.A. is the Administrative Agent, and Capital One, National Association is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2584,60,"what roles do both jpmorgan chase bank, n.a. and mufg bank, ltd. have in the agreement","arranger, bookrunner, book manager",1,1,,"JPMorgan Chase Bank, N.A. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder, and MUFGBank, Ltd. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2585,60,"what roles do both jpmorgan chase bank, n.a. and pnc capital markets llc have in the agreement","bookrunner, book manager, lead arranger",1,1,,"JPMorgan Chase Bank, N.A. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder, and PNC Capital Markets LLC is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2586,60,"what roles do both jpmorgan chase bank, n.a. and u.s. bank national association have in the agreement","arranger, bookrunner, book manager",1,1,,"JPMorgan Chase Bank, N.A. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder, and U.S. Bank National Association is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2587,60,"what roles do both jpmorgan chase bank, n.a. and wells fargo securities llc have in the agreement","arranger, bookrunner, book manager",1,1,,"JPMorgan Chase Bank, N.A. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder, and Wells Fargo Securities LLC is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2588,60,"what roles do both jpmorgan chase bank, n.a. and mizuho bank, ltd. have in the agreement","arranger, bookrunner",1,1,,"JPMorgan Chase Bank, N.A. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder, and Mizuho Bank, Ltd. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2589,60,"what roles do both jpmorgan chase bank, n.a. and the bank of nova scotia have in the agreement","arranger, bookrunner, book manager",1,1,,"JPMorgan Chase Bank, N.A. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder, and The Bank of Nova Scotia is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2590,60,"what roles do both jpmorgan chase bank, n.a. and capital one, national association have in the agreement","arranger, bookrunner, book manager",1,1,,"JPMorgan Chase Bank, N.A. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder, and Capital One, National Association is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2591,60,"what roles do both mufg bank, ltd. and pnc capital markets llc have in the agreement","bookrunner, book manager, lead arranger",1,1,,"MUFGBank, Ltd. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder, and PNC Capital Markets LLC is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2592,60,"what roles do both mufg bank, ltd. and u.s. bank national association have in the agreement","arranger, bookrunner, book manager",1,1,,"MUFGBank, Ltd. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder, and U.S. Bank National Association is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2593,60,"what roles do both mufg bank, ltd. and wells fargo securities llc have in the agreement","arranger, bookrunner, book manager",1,1,,"MUFGBank, Ltd. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder, and Wells Fargo Securities LLC is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2594,60,"what roles do both mufg bank, ltd. and mizuho bank, ltd. have in the agreement","arranger, bookrunner",1,1,,"MUFGBank, Ltd. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder, and Mizuho Bank, Ltd. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2595,60,"what roles do both mufg bank, ltd. and the bank of nova scotia have in the agreement","arranger, bookrunner, book manager",1,1,,"MUFGBank, Ltd. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder, and The Bank of Nova Scotia is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2596,60,"what roles do both mufg bank, ltd. and capital one, national association have in the agreement","arranger, bookrunner, book manager",1,1,,"MUFGBank, Ltd. is a joint lead arranger and joint bookrunner for the credit facilities established hereunder, and Capital One, National Association is a joint lead arranger and joint bookrunner for the credit facilities established hereunder.",1,3
2605,60,what roles do both pnc capital markets llc and u.s. bank national association have in the agreement,"bookrunner, book manager, lead arranger",1,1,,PNC Capital Markets LLC is a Documentation Agent and U.S. Bank National Association is a Lender.,1,3
2606,60,what roles do both pnc capital markets llc and wells fargo securities llc have in the agreement,"bookrunner, book manager, lead arranger",1,1,,PNC Capital Markets LLC is a Documentation Agent and Wells Fargo Securities LLC is a Bookrunner.,1,3
2607,60,what roles do both pnc capital markets llc and the bank of nova scotia have in the agreement,"bookrunner, book manager, lead arranger",1,1,,PNC Capital Markets LLC is a Documentation Agent and The Bank of Nova Scotia is an Issuing Bank.,1,3
2608,60,"what roles do both pnc capital markets llc and capital one, national association have in the agreement","bookrunner, book manager, lead arranger",1,1,,"PNC Capital Markets LLC is a Documentation Agent and Capital One, National Association is an Issuing Bank.",1,3
2617,60,what roles do both u.s. bank national association and wells fargo securities llc have in the agreement,"arranger, bookrunner, book manager",1,1,,U.S. Bank National Association is a Lender and Wells Fargo Securities LLC is a Bookrunner.,1,3
2620,60,"what roles do both u.s. bank national association and mizuho bank, ltd. have in the agreement","agent, arranger, bookrunner",1,1,,"U.S. Bank National Association is a Lender and Mizuho Bank, Ltd. is an Issuing Bank.",1,3
2621,60,what roles do both u.s. bank national association and the bank of nova scotia have in the agreement,"agent, arranger, bookrunner, book manager",1,1,,U.S. Bank National Association is a Lender and The Bank of Nova Scotia is an Issuing Bank.,1,3
2622,60,"what roles do both u.s. bank national association and capital one, national association have in the agreement","agent, arranger, bookrunner, book manager",1,1,,"U.S. Bank National Association is a Lender and Capital One, National Association is an Issuing Bank.",1,3
2628,60,"what roles do both wells fargo securities llc and mizuho bank, ltd. have in the agreement","arranger, bookrunner",1,1,,"Wells Fargo Securities LLC is a Bookrunner and Mizuho Bank, Ltd. is an Issuing Bank.",1,3
2629,60,what roles do both wells fargo securities llc and the bank of nova scotia have in the agreement,"arranger, bookrunner, book manager",1,1,,Wells Fargo Securities LLC is a Bookrunner and The Bank of Nova Scotia is an Issuing Bank.,1,3
2630,60,"what roles do both wells fargo securities llc and capital one, national association have in the agreement","arranger, bookrunner, book manager",1,1,,"Wells Fargo Securities LLC is a Bookrunner and Capital One, National Association is an Issuing Bank.",1,3
2638,60,"what roles do both mizuho bank, ltd. and the bank of nova scotia have in the agreement","agent, arranger, bookrunner",1,1,,"Mizuho Bank, Ltd. is an Issuing Bank and The Bank of Nova Scotia is an Issuing Bank.",1,3
2639,60,"what roles do both mizuho bank, ltd. and capital one, national association have in the agreement","agent, arranger, bookrunner",1,1,,"Mizuho Bank, Ltd. is an Issuing Bank and Capital One, National Association is an Issuing Bank.",1,3
2640,60,"what roles do both the bank of nova scotia and capital one, national association have in the agreement","agent, arranger, bookrunner, book manager",1,1,,"The Bank of Nova Scotia is an Issuing Bank and Capital One, National Association is an Issuing Bank.",1,3
2649,60,"who are the authorized signatorys of mizuho bank, ltd.","tracy rahn, ryan durkin",2,0,,"Tracy Rahn and Oscar Cortez are the Authorized Signatories of Mizuho Bank, Ltd.",1,3
2650,60,who are the directors of the bank of nova scotia,"jason rinne, greg strauss, oscar cortez",2,0,,Jason Rinne is a Director of The Bank of Nova Scotia.,1,3
2651,60,who are the managing directors of bank of the west,"harry yergey, michael maguire, patrick hartweger",2,0,,Harry Yergey and Caroline Smith are the Managing Directors of Bank of the West.,1,3
2652,60,"who are the senior vice presidents of capital one, national association","joshua dearmon, eric h. williams, bernadette collins, michael s. barnett",2,0,,Joshua Dearmon,1,3
2653,60,"who are the vice presidents of city national bank, a national banking association","laura dodd, lukas coleman, susan m. olsen, thor o connell",2,0,,Laura Dodd,1,3
2654,60,what are the roles in the agreement of the company where anthony galea is employed,"agents, managing agent, documentation agent",2,0,,"JPMorgan Chase Bank, N.A.",1,3
2655,60,what are the roles in the agreement of the company where stephanie herndon is employed,"agents, managing agent, documentation agent",2,0,,Regions Bank,1,3
2656,60,what are the roles in the agreement of the company where ryan durkin is employed,"agents, arrangers, lead arranger, managing agent, lead bookrunner, documentation agent",2,0,,Goldman Sachs Bank USA,1,3
2657,60,what are the roles in the agreement of the company where tracy rahn is employed,"agents, arrangers, lead arranger, managing agent, lead bookrunner, documentation agent",2,0,,"Mizuho Bank, Ltd.",1,3
2658,60,what are the roles in the agreement of the company where jason rinne is employed,"agents, arrangers, bookrunner, book manager, lead arranger, managing agent, documentation agent",2,0,,The Bank of Nova Scotia,1,3
2659,60,what are the roles in the agreement of the company where oscar cortez is employed,"agents, arrangers, bookrunner, book manager, lead arranger, managing agent, documentation agent",2,0,,"MUFG Bank, Ltd.",1,3
2660,60,what are the roles in the agreement of the company where greg strauss is employed,"agents, arrangers, bookrunner, book manager, lead arranger, managing agent, documentation agent",2,0,,"Wells Fargo Bank, National Association",1,3
2661,60,what are the roles in the agreement of the company where joshua dearmon is employed,"agents, arrangers, bookrunner, book manager, lead arranger, managing agent, documentation agent",2,0,,"Fifth Third Bank, National Association",1,3
2662,60,what are the roles in the agreement of the company where bernadette collins is employed,"agents, arrangers, bookrunner, book manager, lead arranger, managing agent, documentation agent",2,0,,"TD Bank, N.A.",1,3
2663,60,what are the roles in the agreement of the company where michael s. barnett is employed,"agents, arrangers, bookrunner, book manager, lead arranger, managing agent, documentation agent",2,0,,Bank of the West,1,3
2664,60,what are the roles in the agreement of the company where eric h. williams is employed,"agents, arrangers, bookrunner, book manager, lead arranger, managing agent, documentation agent",2,0,,Sumitomo Mitsui Banking Corporation,1,3
2674,74,"who are the authorized signatorys of credit suisse ag, cayman islands branch","christopher day, karim rahimtoola",2,0,,Not found,1,3
2675,74,who are the managing directors of suntrust bank,"nick hahn, jon singer",2,0,,Not found,1,3
2676,74,"who are the managing directors of suntrust robinson humphrey, inc","stacy moritz, todd m. koetje",2,0,,Not found,1,3
2677,74,what are the roles in the agreement of the company where stacy moritz is employed,"arrangers, bookrunners",2,0,,"Managing Director, Lead Arranger",1,3
2678,74,what are the roles in the agreement of the company where todd m. koetje is employed,"arrangers, bookrunners",2,0,,"Managing Director, Lead Arranger",1,3
2679,74,what are the roles in the agreement of the company where jeff kalinowski is employed,"lc issuer, administrative agent",2,0,,"Managing Director, Lead Arranger",1,3
2680,74,what are the roles in the agreement of the company where paula c. gordon is employed,"lc issuer, administrative agent",2,0,,Not found,1,3
2685,149,what are the roles in the agreement of the company where michelle handy is employed,"lead arranger, collateral agent, administrative agent",2,0,,Administrative Agent and Collateral Agent,1,3
2687,161,who are the senior vice presidents of first financial bank,"john wilgus, sean apicella",2,0,,Not found,1,3
2688,161,who are the vice presidents of the huntington national bank,"joe white, thomas z. schmitt",2,0,,"Thomas Z. Schmitt, Joe White",1,3
2689,161,who are the directors of truist bank,"ryan almond, jonas robinson",2,0,,Not found,1,3
2690,161,what are the roles in the agreement of the company where joe white is employed,"lender, lead arrangers, co syndication agents",2,0,,Lender,1,3
2691,161,what are the roles in the agreement of the company where thomas z. schmitt is employed,"lender, lead arrangers, co syndication agents",2,0,,Agent,1,3
2692,161,what are the roles in the agreement of the company where ryan almond is employed,"lender, co syndication agents",2,0,,Lender,1,3
2693,161,what are the roles in the agreement of the company where jonas robinson is employed,"lender, co syndication agents",2,0,,Lender,1,3
2698,160,"who are the vice presidents of mufg bank, ltd.","joseph siri, martin corrigan",2,0,,Not found,1,3
2699,160,who are the directors of truist bank,"steve curran, amanuel assefa",2,0,,Not found,1,3
2700,160,what are the roles in the agreement of the company where helen d. davis is employed,"issuing bank, lead arrangers",2,0,,"Authorized Officer, Issuing Bank, Lender, Administrative Agent, Issuing Bank, Lender",1,3
2705,148,who are the managing directors of bnp paribas,"greg strauss, p. nicholas rogers",2,0,,"P. Nicholas Rogers, Karim Remtoula",1,3
2706,148,who are the senior vice presidents of td bank,"emily chott, r. ruining nguyen, jonathan f. lindvall",2,0,,"Emily Chott, Greg Strauss",1,3
2707,148,who are the vice presidents of bank of america,"meng zhang, will hicks, liliana claar, rumesha ahmed, karim remtoula",2,0,,"Liliana Claar, Mukesh Singh",1,3
2708,148,who are the directors of bank of america,"craig malloy, mukesh singh, todd kennedy, jonathan eady, katherine bass",2,0,,"Rumesha Ahmed, Jonathan Eady",1,3
2709,148,what are the roles in the agreement of the company where p. nicholas rogers is employed,"lender, co syndication agents",2,0,,Will Hicks,1,3
2710,148,what are the roles in the agreement of the company where greg strauss is employed,"lender, co syndication agents",2,0,,Karim Remtoula,1,3
2711,148,what are the roles in the agreement of the company where r. ruining nguyen is employed,"lender, co syndication agents",2,0,,Meng Zhang,1,3
2712,148,what are the roles in the agreement of the company where emily chott is employed,"lender, co syndication agents",2,0,,Liliana Claar,1,3
2713,148,what are the roles in the agreement of the company where jonathan f. lindvall is employed,"lender, co syndication agents",2,0,,Mukesh Singh,1,3
2714,148,what are the roles in the agreement of the company where todd kennedy is employed,"lender, administrative agent",2,0,,Lender,1,3
2715,148,what are the roles in the agreement of the company where katherine bass is employed,"lender, administrative agent",2,0,,Lender,1,3
2716,148,what are the roles in the agreement of the company where craig malloy is employed,"lender, administrative agent",2,0,,Lender,1,3
2717,148,what are the roles in the agreement of the company where rumesha ahmed is employed,"lender, administrative agent",2,0,,Lender,1,3
2718,148,what are the roles in the agreement of the company where jonathan eady is employed,"lender, administrative agent",2,0,,Lender,1,3
2719,148,what are the roles in the agreement of the company where will hicks is employed,"lender, administrative agent",2,0,,Lender,1,3
2720,148,what are the roles in the agreement of the company where karim remtoula is employed,"lender, administrative agent",2,0,,Lender,1,3
2721,148,what are the roles in the agreement of the company where meng zhang is employed,"lender, administrative agent",2,0,,Lender,1,3
2722,148,what are the roles in the agreement of the company where liliana claar is employed,"lender, administrative agent",2,0,,Lender,1,3
2723,148,what are the roles in the agreement of the company where mukesh singh is employed,"lender, administrative agent",2,0,,Lender,1,3
2749,61,"who are the vice presidents of bank of america, n.a.","jim cahow, liz cheng, marko lukin, amanuel assefa, christopher shafto, bridgett j. manduk mowry",2,0,,Amanuel Assefa and Bridgett J. Manduk-Mowry,1,3
2750,61,what are the roles in the agreement of the company where liz cheng is employed,"agent, lender",2,0,,Managing Director and Vice President,1,3
2751,61,what are the roles in the agreement of the company where marko lukin is employed,"agent, lender",2,0,,Director and Vice President,1,3
2752,61,what are the roles in the agreement of the company where bridgett j. manduk mowry is employed,"agent, lender",2,0,,Director and Vice President,1,3
2753,61,what are the roles in the agreement of the company where jim cahow is employed,"agent, lender",2,0,,Director and Vice President,1,3
2754,61,what are the roles in the agreement of the company where amanuel assefa is employed,"agent, lender",2,0,,Director and Vice President,1,3
2755,61,what are the roles in the agreement of the company where christopher shafto is employed,"agent, lender",2,0,,Director and Vice President,1,3
2757,77,who are the senior vice presidents of hancock bank,"david c. mruk, mark hardison, kenneth c. misemer",2,0,,"Kenneth C. Misemer, Teresa Stinson",1,3
2758,77,"who are the directors of wells fargo bank, national association","matthew olson, teuta ghilaga, katherine bass",2,0,,"Matthew Olson, Katherine Bass, Teuta Ghilaga",1,3
2759,77,what are the roles in the agreement of the company where rebecca kratz is employed,"lender, co documentation agent",2,0,,Authorized Signatory,1,3
2760,77,what are the roles in the agreement of the company where hector j. varona is employed,"lender, issuing bank, administrative agent",2,0,,Executive Director,1,3
2761,77,what are the roles in the agreement of the company where katherine bass is employed,"lender, co syndication agent",2,0,,Director,1,3
2762,77,what are the roles in the agreement of the company where teuta ghilaga is employed,"lender, co syndication agent",2,0,,Director,1,3
2763,77,what are the roles in the agreement of the company where matthew olson is employed,"lender, co syndication agent",2,0,,Director,1,3
2776,88,what are the roles in the agreement of the company where westley white is employed,"agent, lender, issuing bank",2,0,,"Lender, Issuing Bank and Swing Line Lender",1,3
2778,162,"who are the vice presidents of morgan stanley senior funding, inc.","ivan davey, michael king",2,0,,Michael King,1,3
2779,162,"who are the secretarys of nabors alaska drilling, inc.","michael rasmuson, michael j. niedermaier",2,0,,"Michael Rasmuson, Michael J. Niedermaier",1,3
2781,163,what are the roles in the agreement of the company where david tepper is employed,"lender, issuing bank, administrative agent",2,0,,"Administrative Agent, Issuing Bank, Lender, Swingline Lender",1,3
2783,89,"who are the chief financial officers of agiliti surgical, inc.","james b. pekarek, charles p. holden",2,0,,"James B. Pekarek, Matthew McCabe",1,3
2784,89,"who are the cfos of agiliti health, inc.","james pekarek, matthew mccabe",2,0,,"Matthew McCabe, Leonida Mischke",1,3
2785,89,what are the roles in the agreement of the company where leonida mischke is employed,"arrangers, bookrunners, administrative agent",2,0,,"Managing Director, General Counsel, SVP",1,3
2786,89,what are the roles in the agreement of the company where sabir hashmy is employed,"arrangers, bookrunners, administrative agent",2,0,,"Managing Director, General Counsel, SVP",1,3
2792,62,"who are the authorized signatorys of the toronto dominion bank, new york branch","annie dorval, brian macfarlane",2,0,,Brian MacFarlane,1,3
2793,62,what are the roles in the agreement of the company where pradeep mehra is employed,"arranger, bookrunner",2,0,,Arranger and Bookrunner,1,3
2795,76,what are the roles in the agreement of the company where jonathon rauen is employed,"arrangers, bookrunners, collateral agent, administrative agent",2,0,,"Lender, Issuing Lender and Swingline Lender",1,3
2803,72,what are the roles in the agreement of the company where ryan durkin is employed,"arrangers, book runners, syndication agents",2,0,,Lead Arrangers,1,3
2804,72,what are the roles in the agreement of the company where kay reedy is employed,"arrangers, book runners",2,0,,Book Runners,1,3
2805,72,what are the roles in the agreement of the company where john summers is employed,"arrangers, book runners",2,0,,Book Runners,1,3
2809,66,what roles do both bnp paribas securities corp. and bank of the west have in the agreement,"agents, arranger, bookrunner, book manager",1,1,,Not found,1,3
2810,66,what roles do both bnp paribas securities corp. and barclays bank plc have in the agreement,"agents, arranger, bookrunner, book manager",1,1,,Not found,1,3
